,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
219,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2024-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2024-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2024-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2024-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2024-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2024-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2024-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2024-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2024-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2024-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2024-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2024-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2024-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2024-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2024-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,-5.8,-1.6232558139534885,752.8000000000001,80.26976744186047,0.0,0.0,106.99712949783772,2024.0,-5.8,4.2,0.0,0.0,,,0.10699712949783771,,,
279,2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,-5.0,0.2999999999999999,761.4270833333334,64.81666666666666,0.0,0.0,219.63727343396545,2024.0,-5.0,7.4,1.2000000000000002,1.2000000000000002,,,0.21963727343396544,,,
280,2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,-7.0,1.6,765.7854166666666,57.725,0.0,0.0,289.87759267647675,2024.0,-7.0,11.8,3.4000000000000004,4.6000000000000005,,,0.2898775926764767,,,
281,2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,-6.2,3.275,760.8375,50.88333333333333,0.0,0.0,379.5165054264637,2024.0,-6.2,15.0,5.0,9.6,,,0.3795165054264637,,,
282,2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,-2.6,5.508333333333333,754.4229166666668,45.35833333333333,0.0,0.0,493.8254674838435,2024.0,-2.6,13.8,4.4,14.000000000000002,,,0.4938254674838435,,,
283,2024-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,-5.4,-0.9083333333333332,749.9145833333333,77.31666666666666,0.0,0.0,129.65407898803454,2024.0,-7.0,2.6,0.0,14.000000000000002,,,0.12965407898803455,,,
284,2024-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,-11.8,-4.891666666666667,756.8541666666666,68.14166666666667,0.0,0.0,135.28777402011266,2024.0,-11.8,1.8,0.0,14.000000000000002,,,0.13528777402011266,,,
285,2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,-12.2,-3.4333333333333336,757.7333333333332,58.60833333333333,0.0,0.0,196.2016107273409,2024.0,-12.2,5.4,0.2000000000000001,14.200000000000005,,,0.19620161072734088,,,
286,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,-10.6,-1.475,760.4520833333332,53.583333333333336,0.0,0.0,254.48461433930947,2024.0,-10.6,8.6,1.7999999999999998,16.000000000000004,,,0.25448461433930947,,,
287,2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,-3.4,1.85,762.30625,53.41666666666666,0.0,0.0,325.19931788146573,2024.0,-3.8,7.8,1.4000000000000004,17.400000000000006,,,0.3251993178814657,,,
288,2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,-8.2,1.1833333333333331,763.88125,51.84166666666667,0.0,0.0,320.46908164175284,2024.0,-8.2,11.8,3.4000000000000004,20.800000000000004,,,0.32046908164175286,,,
289,2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,-6.6,3.8166666666666655,763.7875,45.85,0.0,0.0,434.7305472704645,2024.0,-6.6,17.4,6.199999999999999,27.000000000000004,,,0.4347305472704645,,,
290,2024-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,-1.0,7.116666666666667,762.8375,48.93333333333334,0.1428571428571428,0.1428571428571428,515.7287752860918,2024.0,-1.0,15.8,5.4,32.400000000000006,,,0.5157287752860918,,,
291,2024-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,-4.6,5.608333333333333,762.25625,47.125,0.1428571428571428,0.0,481.19108539570175,2024.0,-4.6,18.6,6.800000000000001,39.2,,,0.48119108539570177,,,0.3059143467192044
292,2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,-5.8,3.1,754.9250000000001,47.46666666666667,0.1428571428571428,0.0,400.9140011497575,2024.0,-5.8,12.2,3.6,42.8,,,0.4009140011497575,,,0.32690840898005574
293,2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,-1.8,1.7148936170212763,757.6021276595745,83.33617021276596,0.1714285714285714,0.0285714285714285,115.20917204016168,2024.0,-1.8,9.8,2.4000000000000004,45.2,,,0.11520917204016168,,,0.3194492588804984
294,2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,-4.2,3.978723404255319,760.6106382978722,66.92765957446808,0.1714285714285714,0.0,268.5619598668948,2024.0,-4.2,14.2,4.6,49.8,,,0.26856195986689485,,,0.3179267136798139
295,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,0.2,7.0,760.0645833333333,53.40833333333333,0.4857142857142857,0.3142857142857143,466.78253830272223,2024.0,0.2,13.4,4.199999999999999,54.0,,,0.4667825383027222,,,0.3241600017424039
296,2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.8,6.841666666666666,760.4833333333332,61.96666666666667,1.0285714285714285,0.5428571428571428,376.9172095364103,2024.0,1.4,11.8,3.4000000000000004,57.4,,,0.37691720953641034,,,0.31580941188901573
297,2024-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,0.2,4.895652173913043,762.0173913043479,79.02608695652174,1.3428571428571427,0.3142857142857143,181.62935990715056,2024.0,0.2,12.6,3.8000000000000007,61.2,,,0.18162935990715057,,,0.3195219319546669
298,2024-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,-4.2,5.75,765.1437500000001,52.63333333333333,1.3428571428571427,0.0,435.3221490965402,2024.0,-4.2,15.4,5.199999999999999,66.4,,,0.4353221490965402,,,0.3409529587458403
299,2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,-4.6,5.9750000000000005,761.9354166666667,51.775,1.3428571428571427,0.0,450.1765910876746,2024.0,-4.6,17.4,6.199999999999999,72.60000000000001,,,0.4501765910876746,,,0.3590940287715784
300,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,1.0,8.975,760.8333333333334,51.75,1.7714285714285714,0.4285714285714285,553.0043332646433,2024.0,1.0,18.6,6.800000000000001,79.4,,,0.5530043332646433,,,0.38041686583767376
301,2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,-0.2,10.591666666666669,761.3895833333332,42.44166666666667,2.0285714285714285,0.2571428571428572,735.3110181135659,2024.0,-0.2,19.8,7.4,86.80000000000001,,,0.7353110181135659,,,0.4097105587113951
302,2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,-2.6,7.649999999999999,757.4270833333334,46.35,2.0285714285714285,0.0,561.9640433643274,2024.0,-2.6,17.4,6.199999999999999,93.0,,,0.5619640433643274,,,0.4269601988344362
303,2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,1.0,4.75,753.1854166666667,72.60000000000001,2.457142857142857,0.4285714285714285,234.8741059699421,2024.0,-0.6,11.0,3.0,96.0,,,0.2348741059699421,,,0.41268473874154177
304,2024-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,-3.4,0.6977777777777777,751.9822222222222,94.4888888888889,2.457142857142857,0.0,35.410167024905846,2024.0,-3.4,4.2,0.0,96.0,,,0.03541016702490585,,,0.37837626672288555
305,2024-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,0.2,3.1405405405405404,757.2891891891892,81.04864864864865,2.771428571428572,0.3142857142857143,145.04566595147384,2024.0,-0.2,8.6,1.7999999999999998,97.8,,,0.14504566595147383,,,0.35436587961972643
306,2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,-2.2,4.394285714285715,760.1771428571428,74.04571428571428,2.771428571428572,0.0,217.0059994569239,2024.0,-2.2,10.6,2.8,100.6,,,0.2170059994569239,,,0.34122959378452405
307,2024-04-30,102.0,2024-04-30,5401.416666666667,0.0096224201261916,103.93243333082296,1804.7189772672607,0.2828900019998191,1766.1050448728129,0.2438151041666666,4.055484568704623e-06,758.5625,0.3071666666666666,0.2771666666666667,0.3278333333333333,0.292,0.3006039777213333,0.1555640454661167,0.0804492908861745,5.825,4.827083333333333,4.1375,3.2000000000000006,0.0,758.5625,56.63333333333333,7.325,2024-04-30,0.2438151041666666,798.5176677385131,2294.266290317235,2245.1779588123954,4326.812608220467,0.3149246438287726,0.4099246438287726,F3,6751.2279232983765,121.0,121.0,1.0,7.325,757.9375,56.63333333333333,3.2,0.4285714285714285,444.26434803242034,2024.0,-1.0,15.8,5.4,106.0,,,0.4442643480324203,,,0.36473353492682825
308,2024-05-01,103.0,2024-05-01,5517.5,0.0095205171067137,105.04384263714516,1825.942391077377,0.2642776417385389,1788.9254854763492,0.2263933817545572,3.842180572110244e-06,757.3166666666666,0.2993333333333333,0.269,0.323,0.2913333333333333,0.2935084887298744,0.1472739284510094,0.076162091789298,6.2625,5.575,4.860416666666667,3.49375,0.0,757.3166666666666,61.51666666666667,4.408333333333333,2024-05-01,0.2263933817545572,793.6624366535191,2321.2467584584488,2274.1886625653747,4359.362038680556,0.3074911282766343,0.4024911282766342,F3,6811.1585351904505,122.0,122.0,-2.2,4.408333333333333,756.7020833333332,61.51666666666667,3.2,0.0,322.0796738524925,2024.0,-2.2,15.0,5.0,111.0,,,0.3220796738524925,,,0.36855622878294236
309,2024-05-02,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.6949361534176,,,,,,F3,,123.0,123.0,-6.6,2.3583333333333334,758.7125,70.45833333333333,3.2,0.0,213.86495263145437,2024.0,-6.6,12.2,3.6,114.6,0.9742123927661908,,0.21386495263145439,,,0.3504906869492804
310,2024-05-03,104.0,2024-05-03,5586.854166666667,0.0094613704281345,105.70149683321488,1817.791044348988,0.2710288956513153,1792.2335474432512,0.2235577901204427,2.641562844577914e-06,758.2291666666666,,,,,,,,,,,,0.0,758.2291666666666,44.65,5.441666666666666,2024-05-03,0.2235577901204427,783.0770822178329,2310.8842808343984,2278.394068034339,,,,F3,,124.0,124.0,-5.0,5.441666666666666,757.63125,44.65,3.2,0.0,497.91364204356216,2024.0,-5.0,16.6,5.800000000000001,120.4,0.9678970279759505,,0.49791364204356214,,,0.3591332892712198
311,2024-05-04,105.0,2024-05-04,5462.791666666667,0.0095679533177518,104.52219484270228,1817.4249073322544,0.2710636534373359,1786.8380415179483,0.2271130879720052,3.16982688559742e-06,760.6645833333333,,,,,,,,,,,,0.0,760.6645833333333,53.55,5.641666666666667,2024-05-04,0.2271130879720052,777.1657560901649,2310.418825644028,2271.5349794340887,,,,F3,,125.0,125.0,-6.2,5.641666666666667,760.1020833333333,53.55,3.2,0.0,423.69978249443017,2024.0,-6.2,18.6,6.800000000000001,127.2,0.9611497090063353,,0.4236997824944302,,,0.37642403374173977
312,2024-05-05,106.0,2024-05-05,5630.166666666667,0.0094259206221302,106.10660250450304,1818.8546025041835,0.2700721733257402,1784.1047946569477,0.2291984558105468,3.605283390659815e-06,755.63125,,,,,,,,,,,,0.0,755.63125,49.16666666666666,8.441666666666666,2024-05-05,0.2291984558105468,784.5265358520705,2312.23633932882,2268.060313175631,,,,F3,,126.0,126.0,-0.6,8.441666666666666,755.0854166666667,49.16666666666666,3.4,0.1999999999999999,561.9467788874736,2024.0,-0.6,17.4,6.199999999999999,133.4,0.9590357779483921,,0.5619467788874736,,,0.38546865015537785
313,2024-05-06,107.0,2024-05-06,5718.75,0.0093525762973404,106.93826274625025,1800.65219150111,0.2867285691967658,1764.302105247796,0.2450612386067708,3.814948007955745e-06,751.775,,,,,,,,,,,,5.2651997,751.775,69.19166666666666,2.6833333333333336,2024-05-06,0.2450612386067708,811.2031986668444,2289.096349949373,2242.885954540674,,,,F3,,127.0,127.0,-3.8,2.6833333333333336,751.2125,69.19166666666666,3.4,0.0,228.2602003355797,2024.0,-3.8,9.4,2.2,135.6,0.9705396607040288,,0.2282602003355797,,,0.36961747938737105
314,2024-05-07,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.2003663682425,,,,,,F3,,128.0,128.0,-2.2,-0.2583333333333333,753.2875,79.85833333333333,3.4,0.0,120.73146615079322,2024.0,-2.2,2.6,0.0,135.6,0.9852782021068406,,0.12073146615079322,,,0.33874084602209603
315,2024-05-08,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.4330110476967,,,,,,F3,,129.0,129.0,-9.8,-1.3333333333333333,755.28125,64.75833333333334,3.4,0.0,195.2428322600292,2024.0,-9.8,4.2,0.0,135.6,0.9909660993494147,,0.1952428322600292,,,0.3001645470325577
316,2024-05-09,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.6084007090711,,,,,,F3,,130.0,130.0,-5.0,1.4,760.30625,58.8,3.4,0.0,278.47491020888583,2024.0,-5.0,9.0,2.0,137.6,0.9800885422515233,,0.2784749102088858,,,0.2799153232357405
317,2024-05-10,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.399300450422,,,,,,F3,,131.0,131.0,-1.8,4.925,764.2770833333334,60.59166666666667,3.4285714285714284,0.0285714285714285,341.967643758138,2024.0,-1.8,13.0,4.0,141.6,0.9662635444051598,,0.34196764375813804,,,0.287564861649183
318,2024-05-11,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.3215710431567,,,,,,F3,,132.0,132.0,-3.4,3.608333333333333,761.9,70.89166666666667,3.4285714285714284,0.0,230.279674331483,2024.0,-3.4,11.8,3.4000000000000004,145.0,0.9621278571867073,,0.230279674331483,,,0.30148411217108145
319,2024-05-12,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.3762386355131,,,,,,F3,,133.0,133.0,-0.2,6.974193548387096,759.1387096774193,71.32903225806452,3.6857142857142855,0.2571428571428572,286.7339004052752,2024.0,-0.2,15.0,5.0,150.0,0.9685770717145823,,0.28673390040527524,,,0.3116047003463529
